ticket_type,order_ref,shirt_size,school,checkin_first,checkin_last
Berkeley Hacker,5Y3N,Male M         ,"University of California, Berkeley",1477464047,1477467745
Berkeley Hacker,O7EM,Male M         ,"University of California, Berkeley",1477464075,1478925497
California Hacker [Waitlist],EWPN,Male L         ,"University of California, San Diego ",1477464080,1477464149
California Hacker,XPG9,Male M         ,"University of California, Irvine",1477464094,1478918653
Berkeley Hacker [Waitlist],TD0B,Male S         ,"University of California, Berkeley",1477464135,1477464219
Berkeley Hacker,JV7I,Male XL        ,"University of California, Berkeley",1477464150,1478927654
California Hacker,SU5S,Male M         ,"University of California, San Diego",1477464170,1478919193
California Hacker,IYBQ,Male L         ,"University of California, San Diego",1477464176,1477464255
Berkeley Hacker,3YEE,Female L       ,"University of California, Berkeley",1477464177,1478924688
Berkeley Hacker [Waitlist],428U,Male L         ,"University of California, Berkeley",1477464185,1477464264
Berkeley Hacker,PDVM,Male M         ,"University of California, Berkeley",1477464185,1478925646
Berkeley Hacker,XOM1,Male S         ,"University of California, Berkeley",1477464189,1478971561
Berkeley Hacker,WO5E,Male S         ,"University of California, Berkeley",1477464208,1478929315
California Hacker,EEU1,Female XS      ,Stanford University,1477464244,1478420413
Berkeley Hacker,A2LD,Female M       ,"University of California, Berkeley",1477464270,1478926042
California Hacker,HHKT,Male L         ,"University of California, Santa Cruz",1477464271,1478923584
Berkeley Hacker [Waitlist],E4KP,Male M         ,"University of California, Berkeley",1477464285,1477464429
Berkeley Hacker,AYE5,Male M         ,"University of California, Berkeley",1477464294,1478925704
Berkeley Hacker [Waitlist],QXZ5,Male M         ,"University of California, Berkeley",1477464314,1478932531
Berkeley Hacker [Waitlist],WP7T,Female M       ,"University of California, Berkeley",1477464322,1477471382
Berkeley Hacker [Waitlist],6H5E,Male L         ,"University of California, Berkeley",1477464323,1478932500
Berkeley Hacker,0CIM,Male L         ,"University of California, Berkeley",1477464326,1477464407
Berkeley Hacker [Waitlist],28WQ,Male L         ,"University of California, Berkeley",1477464328,1477464547
Berkeley Hacker [Waitlist],DVWS,Male M         ,"University of California, Berkeley",1477464352,1477464390
Berkeley Hacker [Waitlist],2DWO,Male S         ,"University of California, Berkeley",1477464355,1479003280
Berkeley Hacker,KBJQ,Male M         ,"University of California, Berkeley",1477464370,1478924151
Berkeley Hacker,U2IO,Male S         ,"University of California, Berkeley",1477464372,1478925089
Berkeley Hacker [Waitlist],7L09,Male M         ,"University of California, Berkeley",1477464393,1477464644
Berkeley Hacker,PFIS,Male S         ,"University of California, Berkeley",1477464402,1477464501
Berkeley Hacker,DJGO,Male S         ,"University of California, Berkeley",1477464409,1477464455
California Hacker,YMIB,Male XL        ,"University of California, Irvine",1477464416,1478918722
Berkeley Hacker [Waitlist],BATD,Male S         ,"University of California, Berkeley",1477464420,1477464489
Berkeley Hacker [Waitlist],4WBC,Male M         ,"University of California, Berkeley",1477464431,1477464499
Berkeley Hacker [Waitlist],FEPQ,Male M         ,"University of California, Berkeley",1477464461,1477464522
Berkeley Hacker [Waitlist],U0JQ,Male M         ,"University of California, Berkeley",1477464462,1478932961
Berkeley Hacker [Waitlist],DNYD,Female L       ,"University of California, Berkeley",1477464467,1477464563
Berkeley Hacker [Waitlist],0HMD,Male M         ,"University of California, Berkeley",1477464472,1478985476
Berkeley Hacker,UNYI,Male M         ,"University of California, Berkeley",1477464477,1478924382
Berkeley Hacker [Waitlist],IDCV,Male M         ,"University of California, Berkeley",1477464480,1477464575
Berkeley Hacker,YL07,Female M       ,"University of California, Berkeley",1477464495,1478924330
Berkeley Hacker,9LWU,Male L         ,"University of California, Berkeley",1477464509,1478924678
California Hacker [Waitlist],DHNK,Male S         ,University of Southern California,1477464510,1478922472
Berkeley Hacker,KJ2I,Male M         ,"University of California, Berkeley",1477464518,1478208090
California Hacker,JEF3,Male S         ,"University of California, Irvine",1477464524,1478918757
Berkeley Hacker [Waitlist],XJRW,,"University of California, Berkeley",1477464530,1477464530
Berkeley Hacker [Waitlist],4HWJ,Male M         ,"University of California, Berkeley",1477464530,1478999332
Berkeley Hacker [Waitlist],Q3SH,Male L         ,"University of California, Berkeley",1477464534,1479001526
Berkeley Hacker,DBTS,Male M         ,"University of California, Berkeley",1477464536,1478923974
Berkeley Hacker [Waitlist],IAT3,,"University of California, Berkeley",1477464554,1477464567
Berkeley Hacker [Waitlist],LAM1,Male M         ,"University of California, Berkeley",1477464569,1477464625
California Hacker [Waitlist],7TCG,Male M         ,"University of California, Los Angeles",1477464595,1477465187
Berkeley Hacker,CP5B,,"University of California, Berkeley",1477464605,1477464605
Berkeley Hacker,JOYQ,Male M         ,"University of California, Berkeley",1477464607,1477464795
California Hacker,SOSB,Female S       ,"Cal Poly, San Luis Obispo",1477464608,1478928277
Berkeley Hacker [Waitlist],YVQP,Male M         ,"University of California, Berkeley",1477464614,1477464914
Berkeley Hacker [Waitlist],ZUNH,Male S         ,"University of California, Berkeley",1477464626,1477464796
California Hacker,NOZR,Male M         ,"University of California, San Diego",1477464639,1478925845
Berkeley Hacker,TWZY,Male S         ,"University of California, Berkeley",1477464659,1477464781
California Hacker,UZTS,Male M         ,"University of California, San Diego",1477464669,1477464730
Berkeley Hacker [Waitlist],FP7P,Male M         ,"University of California, Berkeley",1477464674,1477464833
Berkeley Hacker [Waitlist],31TP,Male M         ,"University of California, Berkeley",1477464678,1477464764
Berkeley Hacker,NOH1,Female M       ,"University of California, Berkeley",1477464695,1478927040
Berkeley Hacker [Waitlist],QHGF,Male S         ,"University of California, Berkeley",1477464695,1477464764
Berkeley Hacker [Waitlist],OSIC,Female M       ,"University of California, Berkeley",1477464695,1477464759
Berkeley Hacker,4JLF,Male M         ,"University of California, Berkeley",1477464704,1477464764
Berkeley Hacker [Waitlist],A8AA,Male M         ,"University of California, Berkeley",1477464727,1477465038
Berkeley Hacker [Waitlist],HNLZ,,"University of California, Berkeley",1477464730,1477464730
Berkeley Hacker,U6LU,Male M         ,"University of California, Berkeley",1477464740,1478732265
Berkeley Hacker,A9SR,,"University of California, Berkeley",1477464753,1478924415
Berkeley Hacker,DMHV,Male M         ,"University of California, Berkeley",1477464789,1478930385
Berkeley Hacker [Waitlist],MDWF,Female M       ,"University of California, Berkeley",1477464792,1477465918
Berkeley Hacker,IHWO,Female S       ,"University of California, Berkeley",1477464803,1478925273
California Hacker,TAFY,Female XS      ,University of Southern California,1477464806,1478924279
Berkeley Hacker,LMNB,Male L         ,"University of California, Berkeley",1477464812,1477465019
Berkeley Hacker,PKGI,Male S         ,"University of California, Berkeley",1477464826,1477464935
Berkeley Hacker,WDAU,Female S       ,"University of California, Berkeley",1477464833,1478931372
Berkeley Hacker,TWVR,,"University of California, Berkeley",1477464834,1478924475
Berkeley Hacker,QS3G,Male M         ,"University of California, Berkeley",1477464836,1478990247
Berkeley Hacker [Waitlist],Z0LP,Male M         ,"University of California, Berkeley",1477464839,1477465030
Berkeley Hacker,DBMK,Male M         ,"University of California, Berkeley",1477464842,1477464909
Berkeley Hacker [Waitlist],ADU9,Female M       ,"University of California, Berkeley",1477464844,1477464921
California Hacker,8VAH,Male M         ,"University of California, San Diego",1477464846,1478925899
California Hacker,KXRO,Male S         ,San Jose State University,1477464856,1478924379
Berkeley Hacker [Waitlist],0OYY,Male M         ,"University of California, Berkeley",1477464880,1477464919
Berkeley Hacker [Waitlist],6DRJ,Male M         ,"University of California, Berkeley",1477464882,1479009082
Berkeley Hacker,WHEF,Male M         ,"University of California, Berkeley",1477464936,1478924214
Berkeley Hacker [Waitlist],QDSD,Female S       ,"University of California, Berkeley",1477464938,1477464986
Berkeley Hacker [Waitlist],SLLB,Male M         ,"University of California, Berkeley",1477464939,1477464998
Berkeley Hacker,JDKW,Female S       ,"University of California, Berkeley",1477464941,1478926467
California Hacker,JR0M,Male L         ,University of the Pacific,1477464948,1478064944
Berkeley Hacker [Waitlist],PEZD,Male L         ,"University of California, Berkeley",1477464950,1477465055
Berkeley Hacker,ETD4,Male M         ,"University of California, Berkeley",1477464950,1477465757
California Hacker [Waitlist],9ONR,Male M         ,"University of California, San Diego",1477464957,1477465170
Berkeley Hacker [Waitlist],DXAA,Male L         ,"University of California, Berkeley",1477464994,1477465110
Berkeley Hacker [Waitlist],0XSG,Male L         ,"University of California, Berkeley",1477465001,1478964749
Berkeley Hacker [Waitlist],ZQSO,Male S         ,"University of California, Berkeley",1477465007,1477465070
Berkeley Hacker [Waitlist],9MJ4,Male M         ,"University of California, Berkeley",1477465018,1477639136
Berkeley Hacker [Waitlist],ZEXD,Male M         ,"University of California, Berkeley",1477465022,1477465126
California Hacker,TJFH,Male S         ,"University of California, Davis",1477465036,1478921203
Berkeley Hacker [Waitlist],Z6RR,Male M         ,"University of California, Berkeley",1477465043,1477465167
Berkeley Hacker [Waitlist],EZV4,Male M         ,"University of California, Berkeley",1477465051,1477465248
Berkeley Hacker,KREN,Male S         ,"University of California, Berkeley",1477465072,1478925935
California Hacker,EMDR,Female S       ,Stanford University ,1477465077,1477465165
California Hacker [Waitlist],R7JL,Male XL        ,"University of California, Berkeley",1477465095,1477481977
Berkeley Hacker,8UF2,Male XL        ,"University of California, Berkeley",1477465132,1478924139
Berkeley Hacker,WYYL,Male M         ,"University of California, Berkeley",1477465134,1478925538
Berkeley Hacker [Waitlist],L191,Male XS        ,"University of California, Berkeley",1477465156,1477465250
Berkeley Hacker [Waitlist],XB9R,Male M         ,"University of California, Berkeley",1477465162,1477465288
Berkeley Hacker [Waitlist],2XCU,Male S         ,"University of California, Berkeley",1477465164,1477530524
California Hacker [Waitlist],YH1D,Male L         ,"University of California, Irvine",1477465171,1477465237
Berkeley Hacker [Waitlist],7PTE,Male S         ,"University of California, Berkeley",1477465184,1477466176
Berkeley Hacker [Waitlist],UONO,Male S         ,"University of California, Berkeley",1477465189,1477465324
Berkeley Hacker,M710,Female S       ,"University of California, Berkeley",1477465190,1478932673
California Hacker,7NZC,Male M         ,"University of California, Santa Cruz",1477465203,1478923413
Berkeley Hacker [Waitlist],S3JR,Male S         ,"University of California, Berkeley",1477465226,1477465318
Berkeley Hacker [Waitlist],EGJQ,Male L         ,"University of California, Berkeley",1477465227,1478932218
California Hacker [Waitlist],0KBR,Male M         ,"University of California, Davis",1477465293,1477465369
California Hacker,9VFB,Male M         ,"University of California, Davis",1477465301,1478921332
California Hacker,GFB5,Female S       ,"University of California, Davis",1477465311,1477465414
Berkeley Hacker [Waitlist],DA0S,Male S         ,"University of California, Berkeley",1477465351,1478924969
California Hacker [Waitlist],RXFW,Male M         ,"University of California, Davis",1477465364,1477466608
Berkeley Hacker [Waitlist],IWEO,Female S       ,"University of California, Berkeley",1477465366,1477466199
Berkeley Hacker [Waitlist],JCOD,Male XL        ,"University of California, Berkeley",1477465377,1477465436
Berkeley Hacker,GVKM,Male L         ,"University of California, Berkeley",1477465382,1478924602
Berkeley Hacker,Q8DA,Male M         ,"University of California, Berkeley",1477465414,1478925162
Berkeley Hacker,WEIM,Male M         ,"University of California, Berkeley",1477465460,1477465565
Berkeley Hacker,QNEA,,"University of California, Berkeley",1477465468,1478928090
Berkeley Hacker,DOWU,Male M         ,"University of California, Berkeley",1477465477,1478924269
Berkeley Hacker [Waitlist],26BI,Male M         ,"University of California, Berkeley",1477465482,1477465620
Berkeley Hacker,KCMT,Male M         ,"University of California, Berkeley",1477465516,1477465558
Volunteer,UVFL,Male S         ,,1478466222,1478980187
Berkeley Hacker [Waitlist],DS39,Female M       ,"University of California, Berkeley",1477465526,1477465579
Berkeley Hacker [Waitlist],ODOZ,,"University of California, Berkeley",1477465532,1477465532
